"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz","class"
688,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","6-9","9-12","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Disagree",2
689,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Strongly Disagree","Uncertain","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Disagree",3
690,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
691,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
692,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","1-3 ","1-3 ","Disagree","Agree","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Agree","Agree","Uncertain	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain",1
693,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
694,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
695,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
696,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
697,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree",1
698,"Female","Fourth/Senior","18-24","60-69","Laptop","Laptop","1-3 ","1-3 ","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Uncertain","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",2
699,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree",1
700,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree	","Agree	","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree",1
701,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Uncertain","Agree","Uncertain","Agree","Uncertain	","Agree	","Agree	","Agree	","Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Agree","Disagree","Agree","Disagree",2
702,"Female","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Uncertain","Agree","Uncertain","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Disagree","Uncertain","Agree","Agree",1
703,"Female","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","6-9","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
704,"Female","Second/ Sophomore","25-30","70-79","Mobile phone","Mobile phone","9-12","+12","Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree	","Disagree","Agree	","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree",2
705,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","3-6","3-6","Agree","Agree","Uncertain","Uncertain","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
706,"Female","Second/ Sophomore","18-24","80-89","Laptop","Mobile phone","3-6","1-3 ","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Uncertain",3
707,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","9-12","Disagree","Strongly Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree",1
708,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Uncertain	","Agree	","Agree	","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
709,"Male","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Uncertain","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",3
710,"Female","Other","18-24","70-79","Mobile phone","Personal Computer","3-6","6-9","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
711,"Male","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","1-3 ","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Agree","Uncertain","Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
712,"Female","Fourth/Senior","25-30","80-89","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Agree","Agree","Strongly Disagree","Agree","Disagree","Agree","Disagree","Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Disagree",1
713,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","Uncertain","Uncertain","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree	","Strongly Agree","Agree	","Agree	","Agree","Agree","Agree","Agree","Strongly Agree","Uncertain","Agree","Uncertain","Uncertain",2
714,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","+12","Strongly Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
715,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Uncertain","Uncertain","Disagree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree",2
716,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",1
717,"Male","First/Freshman","18-24","+90","Mobile phone","Laptop","3-6","6-9","Uncertain","Agree","Uncertain","Disagree","Uncertain","Disagree","Uncertain","Agree","Agree","Agree","Uncertain	","Agree	","Uncertain	","Agree	","Uncertain","Agree","Uncertain","Agree","Uncertain","Agree","Strongly Agree","Agree","Agree",2
718,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Disagree","Agree","Uncertain	","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Strongly Agree","Disagree",3
719,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
720,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","3-6","3-6","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree",1
721,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","1-3 ","Strongly Disagree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree",3
722,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Agree","Strongly Agree","Uncertain","Agree","Uncertain","Uncertain","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Uncertain","Agree","Strongly Agree","Uncertain",1
723,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Disagree","Uncertain","Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Agree","Strongly Agree","Agree","Uncertain","Agree","Agree","Agree","Disagree","Agree",2
724,"Female","Fourth/Senior","18-24","60-69","Laptop","Laptop","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain","Agree","Uncertain","Agree",1
725,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","+12","Uncertain","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Agree","Uncertain","Uncertain","Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
726,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","Uncertain","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree	","Agree	","Uncertain	","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree",1
727,"Male","First/Freshman","18-24","+90","Laptop","Laptop","3-6","3-6","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Disagree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
728,"Male","Other","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Uncertain","Strongly Agree","Agree","Uncertain","Uncertain","Agree","Uncertain","Strongly Agree","Agree","Uncertain	","Uncertain	","Uncertain	","Disagree","Strongly Agree","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
729,"Male","First/Freshman","18-24","70-79","Personal Computer","Personal Computer","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Disagree","Uncertain","Agree","Agree","Uncertain","Uncertain","Strongly Agree","Agree	","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",1
730,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","3-6","6-9","Uncertain","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",1
731,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Personal Computer","9-12","9-12","Agree","Agree","Uncertain","Disagree","Uncertain","Uncertain","Agree","Agree","Uncertain","Uncertain","Uncertain	","Disagree","Agree	","Agree	","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Disagree",2
732,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","+12","+12","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
